stream_crossing_id,dam_id,misc_barrier_anthropogenic_id,modelled_crossing_id,crossing_source,pscis_status,crossing_type_code,crossing_subtype_code,modelled_crossing_type_source,barrier_status,pscis_road_name,transport_line_structured_name_1,transport_line_type_description,transport_line_surface_description,ften_forest_file_id,ften_file_type_description,ften_client_number,ften_client_name,ften_life_cycle_status_code,rail_track_name,rail_owner_name,rail_operator_english_name,ogc_proponent,dam_name,dam_owner,wcrp_barrier_type,utm_zone,utm_easting,utm_northing,linear_feature_id,blue_line_key,downstream_route_measure,wscode_ltree,localcode_ltree,watershed_group_code,dnstr_barriers_anthropogenic,stream_order,stream_magnitude,gradient,accessibility_model_salmon,accessibility_model_steelhead,accessibility_model_wct,observedspp_dnstr,observedspp_upstr,watershed_upstr_ha,total_network_km,total_stream_km,total_lakereservoir_ha,total_wetland_ha,total_slopeclass03_waterbodies_km,total_slopeclass03_km,total_slopeclass05_km,total_slopeclass08_km,total_slopeclass15_km,total_slopeclass22_km,total_slopeclass30_km,total_belowupstrbarriers_network_km,total_belowupstrbarriers_stream_km,total_belowupstrbarriers_lakereservoir_ha,total_belowupstrbarriers_wetland_ha,total_belowupstrbarriers_slopeclass03_waterbodies_km,total_belowupstrbarriers_slopeclass03_km,total_belowupstrbarriers_slopeclass05_km,total_belowupstrbarriers_slopeclass08_km,total_belowupstrbarriers_slopeclass15_km,total_belowupstrbarriers_slopeclass22_km,total_belowupstrbarriers_slopeclass30_km,salmon_network_km,salmon_stream_km,salmon_lakereservoir_ha,salmon_wetland_ha,salmon_slopeclass03_waterbodies_km,salmon_slopeclass03_km,salmon_slopeclass05_km,salmon_slopeclass08_km,salmon_slopeclass15_km,salmon_slopeclass22_km,salmon_slopeclass30_km,salmon_belowupstrbarriers_network_km,salmon_belowupstrbarriers_stream_km,salmon_belowupstrbarriers_lakereservoir_ha,salmon_belowupstrbarriers_wetland_ha,salmon_belowupstrbarriers_slopeclass03_waterbodies_km,salmon_belowupstrbarriers_slopeclass03_km,salmon_belowupstrbarriers_slopeclass05_km,salmon_belowupstrbarriers_slopeclass08_km,salmon_belowupstrbarriers_slopeclass15_km,salmon_belowupstrbarriers_slopeclass22_km,salmon_belowupstrbarriers_slopeclass30_km,steelhead_network_km,steelhead_stream_km,steelhead_lakereservoir_ha,steelhead_wetland_ha,steelhead_slopeclass03_waterbodies_km,steelhead_slopeclass03_km,steelhead_slopeclass05_km,steelhead_slopeclass08_km,steelhead_slopeclass15_km,steelhead_slopeclass22_km,steelhead_slopeclass30_km,steelhead_belowupstrbarriers_network_km,steelhead_belowupstrbarriers_stream_km,steelhead_belowupstrbarriers_lakereservoir_ha,steelhead_belowupstrbarriers_wetland_ha,steelhead_belowupstrbarriers_slopeclass03_waterbodies_km,steelhead_belowupstrbarriers_slopeclass03_km,steelhead_belowupstrbarriers_slopeclass05_km,steelhead_belowupstrbarriers_slopeclass08_km,steelhead_belowupstrbarriers_slopeclass15_km,steelhead_belowupstrbarriers_slopeclass22_km,steelhead_belowupstrbarriers_slopeclass30_km,wct_network_km,wct_stream_km,wct_lakereservoir_ha,wct_wetland_ha,wct_slopeclass03_waterbodies_km,wct_slopeclass03_km,wct_slopeclass05_km,wct_slopeclass08_km,wct_slopeclass15_km,wct_slopeclass22_km,wct_slopeclass30_km,wct_belowupstrbarriers_network_km,wct_belowupstrbarriers_stream_km,wct_belowupstrbarriers_lakereservoir_ha,wct_belowupstrbarriers_wetland_ha,wct_belowupstrbarriers_slopeclass03_waterbodies_km,wct_belowupstrbarriers_slopeclass03_km,wct_belowupstrbarriers_slopeclass05_km,wct_belowupstrbarriers_slopeclass08_km,wct_belowupstrbarriers_slopeclass15_km,wct_belowupstrbarriers_slopeclass22_km,wct_belowupstrbarriers_slopeclass30_km,ch_spawning_km,ch_rearing_km,ch_spawning_belowupstrbarriers_km,ch_rearing_belowupstrbarriers_km,co_spawning_km,co_rearing_km,co_rearing_ha,co_spawning_belowupstrbarriers_km,co_rearing_belowupstrbarriers_km,co_rearing_belowupstrbarriers_ha,sk_spawning_km,sk_rearing_km,sk_rearing_ha,sk_spawning_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_ha,st_spawning_km,st_rearing_km,st_spawning_belowupstrbarriers_km,st_rearing_belowupstrbarriers_km,all_spawning_km,all_spawning_belowupstrbarriers_km,all_rearing_km,all_rearing_belowupstrbarriers_km,all_spawningrearing_km,all_spawningrearing_belowupstrbarriers_km,dbm_mof_50k_grid,dnstr_barriers_anthropogenic_count,Priority,calc,comments_betty,,comments_al,complete
,,,1804694,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,,Road unclassified,rough,7735,Forest Service Road,133887,DISTRICT MANAGER NADINA (DND),ACTIVE,,,,,,,"ROAD, RESOURCE/OTHER",9,6019911,688604,17099228,360837459,905.3955585,400.431358.918528.419839,400.431358.918528.419839,BULK,,3,19,0.0648,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,,RB,RB,2153.9803,41.89,39.79,0.07,21.71,1.72,5.22,14.77,6.76,9.4,3.47,0.22,22.75,21.51,0,13.74,1.2,4.74,14.34,2.3,0.18,-0.01,0,22.68,20.94,0.07,19.13,1.39,4.99,9.27,5.59,1.18,0,0,17.37,16.12,0,13.74,1.19,4.74,8.97,2.29,0.17,0,0,30.09,28.26,0.07,20.52,1.49,5.01,11.65,5.59,5.66,0.43,0,19.76,18.52,0,13.75,,4.74,11.35,2.29,0.18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,7.62,0,7.62,0,0,7.62,7.62,7.62,7.62,093L.110,,x,7.62,Bing imagery indicates that the crossing may have been a bridge that washed out? Needs field verification. Upstream of Bulkley Falls,,,
,,,1800050,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,Hwy 16 W,Road highway major,paved,,,,,,,,,,,,"ROAD, DEMOGRAPHIC",9,6032331,692435,17093576,360873822,265598.5557,400.431358,400.431358.937031,BULK,1001805529,5,92,0.0231,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,,"AF, ANODON, BT, CAL, CAS, CC, CH, CM, CO, CSU, CT, DV, KO, L, LKC, LNC, LSU, MARFAL, MW, NSC, OS, PCC, PK, PL, RB, RSC, SK, SP, SST, ST, TR, WF","BMC, CSU, LKC, LNC, LSU, NSC, RB, RSC",9376.7563,166.28,124.19,172.44,594.26,37.59,32.23,36.81,41.38,15.99,1.01,0.11,7.92,5.84,0,36.6,2.1,5.69,0.15,0,0,0,0,118.21,84.98,161.89,484.99,31,29.6,30.32,21.72,5.27,0,0,7.93,5.84,0,36.61,2.1,5.69,0.15,0,0,0,0,142.42,104.97,172.36,530.85,34.53,31.75,34.82,27.77,12.57,0.41,0,7.93,5.83,0.01,36.61,,5.68,0.15,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3.34,3.34,3.34,3.34,5.18,24.63,162.2,4.28,7.41,,0,0,,0,0,,3.34,10.32,3.34,5.12,5.18,4.28,24.66,7.41,24.66,7.41,093L.115,1,x,9.21,Upstream of Bulkley Falls. ,,,
,,,1802088,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,,Road unclassified,rough,,,,,,,,,,,,"ROAD, RESOURCE/OTHER",9,6047217,669947,17071821,360872999,4141.526362,400.431358.773280.070140,400.431358.773280.070140.151358,BULK,"1001802106, 197662",3,47,0.0271,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,,,"LSU, RB",2618.0053,61.83,52.78,1.53,115.3,8.43,24.51,17.45,6.25,3.88,0.29,0.36,49.2,43.53,1.16,46.19,5.05,16.01,16.75,6.2,3.88,0.29,0.36,48.99,40.91,1.53,105.24,7.93,23.96,13.67,2.54,0.88,0,0,36.45,31.75,1.16,36.13,4.55,15.55,12.97,2.49,0.88,0,0,52.81,44.23,1.53,108.56,8.43,24.51,14.89,3.15,1.73,0.1,0,40.18,34.98,1.16,39.45,,16.01,14.19,3.1,1.73,0.1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1.26,5.86,,1.26,5.86,,0,0,,0,0,,0,7.28,0,7.28,1.26,1.26,7.28,7.28,7.28,7.28,093L.115,2,x,13.83,"Good candidate for further assessment. Possible barrier around 6 km mark, good candidate for drone work.",,,
124420,,,1803403,PSCIS,ASSESSED,CBS,ROUND,MANUAL FIX,BARRIER,Highway 16,Hwy 16,Road highway major,paved,,,,,,,,,,,,"ROAD, DEMOGRAPHIC",9,586632,6122395,17011494,360864873,1836,400.431358.007243,400.431358.007243.094722,BULK,,4,34,0.0354,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,,"CO, DV, PK, RB, ST","BT, CO, CT, DV, PK, RB, SP",2861.4676,52.38,48.08,9.26,76.73,4.16,11.1,5.79,4.88,3.27,3.4,2.61,34.63,32.04,4.35,57.39,2.59,6.51,1.26,3.83,2.15,2.81,2.08,24.54,21.12,6.51,73.87,3.39,11.1,5.17,2.98,1.9,0,0,12.86,10.87,1.95,56.51,1.99,6.51,1.02,2.16,1.16,0,0,26.28,22.86,6.51,73.87,3.39,11.1,5.2,3.98,2.14,0.48,0,14.16,12.17,1.95,56.51,,6.51,1.03,3.1,1.16,0.37,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2.96,6.255,28.26,2.96,6.26,,0,0,,0,0,,0,0,0,0,2.96,2.96,6.255,6.26,6.255,6.26,093M.106,,x,,Station Creek. Important spawning habitat upstream. MOTI crossing,,,
,,,1805553,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,,,,,,,,,None,Canadian National,Canadian National,,,,RAIL,9,6082109,611696,17038738,360870106,215.7223241,400.431358.237852.484634,400.431358.237852.484634,BULK,57944,4,37,0,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,,"CO, CT, DV, KO, MW, PK, RB, ST","CC, CO, CT, DV, KO, LSU, MW, OS, RB, SK, ST",2960.3871,46.22,38.24,16.12,145.58,7.2,10.8,2.51,1.2,3.22,1.28,0.99,23.33,20.83,15.39,20.17,2.46,3.53,0.11,0.45,2.56,0.35,0.2,24.28,16.29,16.12,145.58,7.2,10.79,2.46,0.77,2.55,0,0,8.93,6.42,15.39,20.17,2.46,3.52,0.06,0.44,2.44,0,0,24.54,16.55,16.12,145.58,7.2,10.8,2.51,0.79,2.74,0,0,9.08,6.57,15.39,20.17,,3.53,0.11,0.44,2.53,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.04,0,0.04,3.29,10.125,65.19,3.29,5.39,,0,0,,0,0,,0,6.9,0,4.19,3.29,3.29,12.445,5.89,12.445,5.89,093L.122,1,x,,Super intriguing site. Royal BC Museum has a Sockeye specimen in their collection captured from this site.,,,
,,,1805532,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,,,,,,,,,None,Canadian National,Canadian National,,,,RAIL,9,6030317,685314,17094282,360886524,97.78638967,400.431358.912160,400.431358.912160,BULK,,4,95,0.0102,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,,"CO, RB","CAS, CO, LNC, PL, RB, RSC",7324.3322,149.04,143.28,9.74,66.64,5.63,37.63,20.83,32.14,43.54,6.49,1.98,8.39,8.1,0,2.87,0.29,6.88,1.19,0.04,0.01,0,0,97.58,93.13,9.54,59.4,4.41,36.86,15.55,24.66,16.1,0,0,8.36,8.07,0,2.88,0.29,6.88,1.18,0,0,0,0,123.04,117.66,9.63,65.42,5.34,37.55,17.63,27.34,31.97,3.21,0,8.39,8.11,0.01,2.87,,6.88,1.18,0.04,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4.82,11.83,4.82,5,15.41,21.25,4.8,5,5.55,,0,0,,0,0,,4.82,29.37,4.82,5.11,15.41,5,30.05,5.55,30.05,5.55,093L.110,,x,,Located upstream of Bulkley Falls. Records of juvenile coho outplants but not sure if they occur naturally,,,
197658,,,1800062,PSCIS,ASSESSED,CBS,OVAL,,BARRIER,Highway 16,Hwy 16 E,Road highway major,paved,,,,,,,,,,,,"ROAD, DEMOGRAPHIC",9,666847,6044305,17075524,360856488,1427,400.431358.737582.024023,400.431358.737582.024023.014601,BULK,,5,155,0.0139,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,,"CH, CO, RB, SST, ST","CO, CSU, LNC, LSU, RB, RSC, ST",8993.109,199.18,162.28,105.62,357.14,33.54,36.54,24.98,48.51,40.4,11.22,1.97,146.24,115.87,94.21,277.78,27.54,29.73,18.39,31.47,27.75,8.52,1.49,5.52,5.52,,,0,5.03,0,0.32,0.17,0,0,5.52,5.52,0,0,0,5.03,0,0.32,0.17,0,0,11.36,10.72,6.95,7.93,0.64,5.09,1.53,1.23,2.69,0.2,0,7.3,7.3,0,0,,5.04,0,0.31,1.76,0.2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4.99,4.99,4.99,4.99,4.99,4.99,,4.99,4.99,,0,0,,0,0,,4.99,5.3,4.99,5.3,4.99,4.99,5.3,5.3,5.3,5.3,093L.114,,x; culvert likely passable to most life stages at non-peak or low flows - evidence of fry passage,,Presented to CWF by DFO in 2019 - high priority site. MOTI crossing,,Habitat confirmation completed in 2020.,X
,,,1801773,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,,Road resource,rough,,,,,,,,,,,,"ROAD, RESOURCE/OTHER",9,6107844,603432,17022343,360851705,2084.256883,400.431358.140529,400.431358.140529.051002,BULK,,5,133,0.0595,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,,"DV, PK, ST","BT, DV",5582.4629,136.98,134.73,11.91,1.93,1.96,1.28,5.15,9.77,14.61,16.45,9.39,16.02,15.87,0.01,0.83,0.16,0.16,1.95,3.8,1.19,0.91,0.76,13.74,13.74,,,0,0.26,3.01,6.97,3.44,0.05,0,6.54,6.54,0,0,0,0.1,1.94,3.69,0.81,0,0,17.06,17.06,,,0,0.3,3.32,7.62,4.82,1,0,7.27,7.27,0,0,,0.14,1.94,3.71,0.96,0.53,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.18,2.45,0.08,1.88,3.03,3.14,,1.88,1.99,,0,0,,0,0,,1.14,6.06,0.87,5.14,3.03,1.88,6.64,5.14,6.64,5.14,093M.102,,x,,Need to verify crossing exists,,,
,,,1801122,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,,Road unclassified,loose,,,,,,,,,,,,"ROAD, RESOURCE/OTHER",9,6040045,680832,17084554,360878058,4587.689211,400.431358.815756,400.431358.815756.166390,BULK,"1001800355, 1001800422",5,70,0.0205,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,,"CO, DV, RB","CO, CT, RB",6690.6389,120.12,91.51,42.03,351.02,22.3,25.62,19.9,19.92,21.31,6.48,1.91,6.12,6.12,0,0.01,0.01,5.03,0.05,1.03,0,0,0,47.54,36.43,29.76,177.76,10.29,18.87,7.4,6.71,3.92,0.1,0,6.12,6.12,0,0.01,0.01,5.04,0.05,1.03,0,0,0,53.18,41.28,29.76,188.02,10.71,19.19,8.08,7.39,6.11,1.44,0,6.13,6.13,0,0.01,,5.03,0.05,1.03,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5.09,6.59,5.04,5.03,10.3,17.885,62.13,5.03,5.09,,0,0,,0,0,,5.09,20.86,5.04,5.09,10.3,5.03,24.055,5.09,24.055,5.09,093L.115,2,x,,"Possibly OBS. Noted as having excellent overwintering habitat, but very few coho observations in accessible reaches",,,
197662,,,1800060,PSCIS,ASSESSED,CBS,ROUND,,BARRIER,Highway 16,Hwy 16 E,Road highway major,paved,,,,,,,,,,,,"ROAD, DEMOGRAPHIC",9,672404,6044146,17077509,360788426,1203,400.431358.773280,400.431358.773280,BULK,,5,220,0.0117,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,,"CH, CO, CT, DV, RB, SST, ST, TR","CH, CO, LKC, LNC, LSU, RB, SST, ST",16126.3149,346.68,281.78,233.06,753.32,58.65,90.16,76.16,73.16,28.71,8.64,3.74,198.94,148.07,224.4,578.26,45.73,52.01,32.96,38.04,16.52,5.35,2.12,65.27,56.88,2.45,105.24,8.24,31.07,17.79,6.86,1.31,0,0,5.11,5.11,0,0,0,4.86,0,0.25,0,0,0,70.87,61.98,2.45,108.56,8.74,31.61,20.78,7.47,2.17,0.1,0,6.88,6.89,0,0,,4.86,1.78,0.24,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2.26,2.26,2.26,2.26,7.66,12.25,,4.86,4.85,,0,0,,0,0,,2.26,13.83,2.26,4.85,7.66,4.86,13.83,4.85,13.83,4.85,093L.115,,x,,Richfield Creek. Was noted as passable in previous years but found to be impassable in 2020 assessment. High priority for replacement,,,
,,,1801133,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,,Road unclassified,rough,,,,,,,,,,,,"ROAD, RESOURCE/OTHER",9,6039595,674339,17084534,360846413,4027.730233,400.431358.820938,400.431358.820938.159812,BULK,,5,98,0.0148,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,,"CSU, LKC, LSU, NSC, RB","BB, CBA, CC, CSU, LKC, LSU, LW, MW, NSB, NSC, PCC, RB, RSC",8087.3976,157.63,106.99,814.31,289.55,50.19,23.92,36.23,24.9,15.72,4.86,0.94,7.14,4.32,3.04,82.44,2.82,2.61,0.83,0.77,0.07,0.02,0.01,134.48,85.65,807.18,281.06,48.58,22.93,33.93,22.71,6.3,0.02,0,7.05,4.21,3.03,82.44,2.83,2.6,0.83,0.78,0,0,0,143.73,94.73,807.18,282.96,48.58,22.98,34.98,23.83,11.3,1.89,0,7.11,4.28,3.03,82.43,,2.6,0.84,0.77,0.06,0.01,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.56,0,0.56,4.18,17.24,128.4,1,4.65,,2.23,41.145,604.68,0,0,,0,9.17,0,2.46,4.52,0.99,61.935,4.79,61.935,4.79,093L.115,,x,,Only resident spp noted for long distance downstream. Salmon/Steelhead utilization seems unlikely.,,,
197663,,,1800213,PSCIS,ASSESSED,CBS,ROUND,,BARRIER,Highway 16,Hwy 16 E,Road highway major,paved,,,,,,,,,,,,"ROAD, DEMOGRAPHIC",9,670241,6044772,17075072,360866287,1027,400.431358.763808,400.431358.763808,BULK,,4,58,0.027,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,,"CH, CO, CT, DV, RB, ST",RB,4351.6778,88.49,81.51,0.45,127.88,6.98,34.64,28.62,13.5,3.21,1.42,0,5.08,5.09,0,0,0,2.21,2.03,0.75,0.1,0,0,79.5,72.52,0.45,127.88,6.98,34.64,25.37,10.17,2.33,0,0,4.33,4.34,0,0,0,2.21,2.02,-0.01,0.1,0,0,85.39,78.4,0.45,127.88,6.98,34.64,28.62,11.82,2.75,0.58,0,5.09,5.08,0,0,,2.21,2.03,0.75,0.1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.5,0,2.79,10.28,22.84,42.14,2.79,2.79,,0,0,,0,0,,0,15.75,0,2.79,10.28,2.79,23,2.79,23,2.79,093L.115,,x,,"Johnny David Rated as high value, impassable in Al's 2020 report, though coho were captured upstream of crossing",,,
,,,1800422,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,,Road unclassified,paved,,,,,,,,,,,,"ROAD, RESOURCE/OTHER",9,6039649,679525,17084829,360878058,2835.227119,400.431358.815756,400.431358.815756.023392,BULK,,5,90,0.0145,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,,"CO, DV, RB","CO, CT, RB",9465.6574,164.81,133.82,42.27,389.88,24.68,33.87,33.33,29.82,26.92,9.53,3.21,5.27,4.1,0,28.84,1.16,3.52,0.41,0.2,0,0.01,0,78.88,66.29,29.76,210.3,11.76,26.91,20.83,14.7,4.33,0.1,0,5.27,4.1,0,28.83,1.16,3.52,0.41,0.19,0,0,0,86.4,73.03,29.76,220.56,12.18,27.23,21.51,15.38,7.72,2.12,0,5.27,4.11,0,28.83,,3.52,0.41,0.19,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6.84,8.35,1.36,1.36,12.06,31.54,67.6,1.36,1.87,,0,0,,0,0,,6.84,37.38,1.36,2.18,12.06,1.36,40.98,2.32,40.98,2.32,093L.115,,x,,"Noted as having excellent overwintering habitat, but very few coho observations in accessible reaches",,,
,,,1805529,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,,,,,,,,,None,Canadian National,Canadian National,,,,RAIL,9,6031478,691218,17093576,360873822,263795.6287,400.431358,400.431358.937031,BULK,,5,92,0.0059,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,,"AF, ANODON, BT, CAL, CAS, CC, CH, CM, CO, CSU, CT, DV, KO, L, LKC, LNC, LSU, MARFAL, MW, NSC, OS, PCC, PK, PL, RB, RSC, SK, SP, SST, ST, TR, WF","BMC, CAS, CO, CSU, LKC, LNC, LSU, NSC, RB, RSC",9376.7563,168.09,126,172.44,594.26,37.59,34.03,36.81,41.38,15.99,1.01,0.11,1.81,1.81,0,0,0,1.8,0,0,0,0,0,120.01,86.79,161.89,484.99,31,31.41,30.32,21.72,5.27,0,0,1.8,1.81,0,0,0,1.81,0,0,0,0,0,144.22,106.78,172.36,530.85,34.53,33.55,34.82,27.77,12.57,0.41,0,1.8,1.81,0,0,,1.8,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5.14,5.14,1.8,1.8,6.98,26.43,162.2,1.8,1.8,,0,0,,0,0,,5.14,12.13,1.8,1.81,6.98,1.8,26.46,1.8,26.46,1.8,093L.110,,x,,Upstream of Bulkley Falls. Need more info on how falls impacts passage,,,
,,,1802106,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,,Road unclassified,rough,,,,,,,,,,,,"ROAD, RESOURCE/OTHER",9,6046221,670963,17075487,360872999,2600.20865,400.431358.773280.070140,400.431358.773280.070140,BULK,197662,4,53,0.0162,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,,,"LSU, RB",3150.8242,73,63.64,2.45,115.3,8.74,26.75,21.57,10.32,4.32,0.29,0.36,3.09,2.82,0.87,0,0.27,2.24,0.39,0.19,0,0,0,60.16,51.77,2.45,105.24,8.24,26.21,17.79,6.61,1.31,0,0,3.09,2.82,0.87,0,0.27,2.25,0.39,0.19,-0.01,0,0,63.99,55.09,2.45,108.56,8.74,26.75,19,7.23,2.17,0.1,0,3.1,2.82,0.87,0,,2.24,0.38,0.2,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2.8,7.4,,1.54,1.54,,0,0,,0,0,,0,8.98,0,1.7,2.8,1.54,8.98,1.7,8.98,1.7,093L.115,1,x,,Good candidate for further investigation,,,
,,,1802820,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,,Road unclassified,rough,,,,,,,,,,,,"ROAD, RESOURCE/OTHER",9,6053029,640327,17060781,360880400,3268.019904,400.431358.485911,400.431358.485911.075489,BULK,,4,144,0.0135,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,,"CO, DV, PK, RB, SK","C, CH, CM, CO, CT, DV, PK, RB, SA, SK, ST",7638.0932,177.43,160.18,125.46,172.92,15.73,14.18,13.27,29.62,59.26,23.71,11.75,1.19,1.2,0,0,0,0.99,0.21,0,0,0,0,61.42,49.55,88.54,140.4,11.28,11.41,8.99,17.09,12.63,0.01,0,1.2,1.2,0,0,0,0.99,0.2,0,0,0,0,91.99,78.93,97.91,150.86,12.23,11.88,10.89,21.01,30.14,5.84,0,1.2,1.2,0,0,,0.99,0.2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3.9,6.84,0.14,0.34,8.97,17.96,65.8,0.34,1.19,,0,0,,0,0,,5.78,12.47,0.34,1.2,8.97,0.34,22.07,1.19,22.07,1.19,093L.118,,x,,Crossing not visible on satellite imagery (stream is farther west in image than mapped). Likely doesn't exist. Private property,,,
123776,,,24703647,PSCIS,ASSESSED,CBS,ROUND,"MOT_ROAD_STRUCTURE_SP, TRANSPORT_LINE_STRUCTURE_CODE",BARRIER,Highway 16,Hwy 16,Road arterial major,paved,,,,,,,,,,,,"ROAD, DEMOGRAPHIC",9,606462,6100156,17027548,360884284,1980,400.431358.181726,400.431358.181726.099887,BULK,,4,150,0.0266,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,,"DV, RB","DV, RB",6669.7922,159.38,159.06,0.96,0,2.32,7.1,6.59,8.03,14.4,13.64,12.44,0.9,0.9,0,0,0.62,0.87,0.03,0,0,0,0,21.52,21.52,0,0,1.96,6.92,6.57,6.47,1.51,0.05,0,0.91,0.91,0,0,0.62,0.88,0.03,0,0,0,0,29.36,29.36,0,0,1.96,6.98,6.59,7.9,6.29,1.56,0.01,0.91,0.91,0,0,,0.88,0.03,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3.44,7.66,0.85,0.86,9.94,9.94,0,0.87,0.87,,0,0,,0,0,,6.27,12.33,0.87,0.87,9.94,0.87,13.21,0.87,13.21,0.87,093M.102,,x,,Impassable barrier in 2013. Satellite imagery shows a bridge may be present now? No salmon records but looks like a nice stream.,,,
,,,1800355,MODELLED CROSSINGS,,CBS,,,POTENTIAL,,Hwy 16 W,Road highway major,paved,,,,,,,,,,,,"ROAD, DEMOGRAPHIC",9,6039756,680645,17084554,360878058,4194.030787,400.431358.815756,400.431358.815756.166390,BULK,1001800422,5,70,0.0146,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,,"CO, DV, RB","CO, CT, RB",6690.6389,120.52,91.91,42.03,351.02,22.3,26.01,19.9,19.92,21.31,6.48,1.91,0.4,0.4,0,0,0,0.39,0,0,0,0,0,47.94,36.83,29.76,177.76,10.29,19.26,7.4,6.71,3.92,0.1,0,0.4,0.4,0,0,0,0.39,0,0,0,0,0,53.57,41.67,29.76,188.02,10.71,19.58,8.08,7.39,6.11,1.44,0,0.39,0.39,0,0,,0.39,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5.48,6.99,0.39,0.4,10.7,18.275,62.13,0.4,0.39,,0,0,,0,0,,5.48,21.25,0.39,0.39,10.7,0.4,24.455,0.4,24.455,0.4,093L.115,1,x,,"Noted as having excellent overwintering habitat, but very few coho observations in accessible reaches",,,

